,transformed_text,target
2809,mm ask call radio,0
2810,thinkin someon good drug,0
2812,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli,0
2813,alright sure let know leav,0
2814,last much 2 hour might get lucki,0
2815,geniu brother pl send number skype,0
2816,gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca pobox365o4w45wq 300p,1
2817,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join,0
2818,forget own privat properti good boy alway passion kiss,0
2819,interflora åòit late order interflora flower christma call 0800 505060 place order midnight tomorrow,1
2820,oh god taken teeth pain,0
2821,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin,1
2822,u ask darren go n pick u lor oso sian tmr haf 2 meet lect,0
2823,need buy lunch eat maggi mee,0
2824,congratul thank good friend u xma prize 2 claim easi call 08712103738 10p per minut,1
2826,oh right make sure load work day got realli nasti cough today dri n shot realli help,0
2828,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,1
2830,thanx 4 send home,0
2831,normal hot mail com see,0
2832,tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm,1
2833,u sick still go shop,0
2834,ya well bbd pooja full pimpl even becom quit black ur rite cold wear sweatter,0
2835,work,0
2836,1 reach home call,0
2837,tri find chines food place around,0
2838,easi mate guess quick drink bit ambiti,0
2839,babe miiiiiiissssssssss need crave geeee sad without babe love,0
2840,ok thanx,0
2842,tunji queen wish great day abiola,0
2843,today iz yellow rose day u love frndship give 1 misscal amp send ur frndz amp see mani miss call u get u get 6miss u marri ur lover,0
2844,class hour sorri,0
2845,wat time u finish ur lect today,0
2846,jamster get crazi frog sound poli text mad1 real text mad2 88888 6 crazi sound 3 c appli,1
2848,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,1
2849,fine good hear dear happi new year oh,0
2850,go wipro interview today,0
2851,tall princess,0
2852,doubt could handl 5 time per night case,0
2853,haha hope hear receipt sound gd luck,0
2854,gon na death gon na leav note say rob fault aveng,0
2855,japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike,0
2856,today workin free oso gee thgt u workin ur fren shop,0
2857,life face choic toss coin becoz settl question coin air u know heart hope gudni8,0
2859,want kiss feel next,0
2860,happi say,0
2861,adult 18 content video shortli,1
2862,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot,0
2863,say explicitli told nora know someon probabl gon na bother,0
2865,smith wast wan na gayl,0
2866,mum sent mani mani messag sinc got want know actual get enjoy rest day,0
2867,aight tomorrow around lt gt,0
2869,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,1
2870,actual first time went bed long spoke woke night,0
2871,see,0
2872,dont understand messag,0
2873,crucifi c told earlier,0
2874,idk keep say sinc move keep but head freedom respons tire much shit deal bare keep togeth get ad,0
2875,fuck cedar key fuck come anyway tho,0
2876,twenti past five said train durham alreadi coz reserv seat,0
2877,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx,1
2878,u still paint ur wall,0
2880,printer cool mean groovi wine groovi,0
2881,hi harish rent transfr ur acnt,0
2882,anyth lor come,0
2883,cbe realli good nowaday lot shop showroom citi shape good,0
2884,ìï still attend da talk,0
2885,prob hon u doinat mo,0
2886,k take care,0
2887,take phone callon friday assum wo year,0
2888,batteri low babe,0
2889,shuhui bought ron present swatch watch,0
2890,yeah quit bit left swing tomorrow get,0
2891,babe said 2 hour almost 4 internet,0
2892,k sure get noon see,0
2893,k k yesterday cbe,0
2894,went ganesh dress shop,0
2895,doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 yhl,1
2896,ìï collect ur laptop go configur da set izzit,0
2898,aight 8 latest probabl closer jay tyler two trip,0
2899,come aftr lt decim gt clean hous,0
2900,ur current 500 pound maxim ur send cash 86688 cc 08718720201 po box,1
2901,bill letter expect one orang bill may still say orang,0
2902,tell pain de,0
2903,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want 10 man gang bang,0
2904,ha know either clever simpl thing pear day perfect christma,0
2905,helloooo wake full gud,0
2906,alrit,0
2907,must sit around wait summer day celebr magic sight world dress white oooooh let snow,0
2908,urgent mobil number award prize guarante call 09058094454 land line claim valid 12hr,1
2909,guy go see movi side,0
2911,tell think plu go stop run,0
2912,kindli send one flat lt decim gt today,0
2913,sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info,1
2914,noth lor bit bore dun u go home earli 2 sleep today,0
2915,time tell friend around,0
2916,ye fine love safe,0
2917,thank chikku gud nyt,0
2918,xy ur car u pick,0
2919,thanx 4 time weåõv spent 2geva bin mint ur babi want u xxxx,0
2920,yo way could pick someth tonight,0
2921,sent send,0
2922,fine simpli sit,0
2923,tht god gift bird human hav natur gift frm god,0
2924,come day class,0
2925,im done studyn librari,0
2926,ok u enjoy ur show,0
2927,anyth,0
2928,wuld without babi thought alon mite break donåõt wan na go crazi everyboy need ladi xxxxxxxx,0
2929,wat dear sleep ah,0
2930,hi test lt gt rd,0
2931,2 student solv cat question lt gt lt gt lt gt tell answer u r brilliant got answr,0
2932,yo know anyon lt gt otherwis abl buy liquor guy flake right get hold somebodi 4 loko night,0
2933,yup n fren lor meet fren 730,0
2934,yeah got one line us,0
2935,stop wonder ever go stop tm whenev want mine laugh,0
2936,lol yep yesterday alreadi got fireplac anoth icon sit,0
2937,hey book pilat yoga lesson alreadi haha,0
2938,happen behav like,0
2939,1 new messag pleas call 08712400200,1
2940,supervisor find 4 one lor thk student havent ask yet tell u aft ask,0
2941,hello news job make wait fifth week yeah im woozl weasel exet still home 3,0
2943,current messag await collect collect messag call 08718723815,1
2944,hey babe sorri get sooner gari come fix caus think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe,0
2945,make 3 4 fuck sake x,0
2946,leav u alway ignor,0
2947,nope b go 2 sch fri quit earli lor co my si got paper da morn,0
2948,bruce b down amp fletcher,0
2949,said would woke,0
2950,hey free call,0
2951,tell who pl,0
2952,urgent mobil award bonu caller prize final attempt 2 contact u call 08714714011,1
2953,think might give miss teach til twelv lectur two damn work thing,0
2954,id check like 1 bowl worth left,0
2955,ye mani sweet,0
2956,would still cozi exhaust last went school work everyth close,0
2958,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake,0
2959,sir send group mail check,0
2960,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page,0
2961,nowher ikno doesdiscount,0
2962,dont know jabo abi,0
2963,ever notic drive anyon go slower idiot everyon drive faster maniac,1
2964,yet ya sapna aunti maneg hogidh chinnu full weak swalpa black agidhan,0
2965,good babi,0
2967,mostli sport type lyk footbl crckt,0
2968,head dey swell oh thank make day,0
2969,u make fb list,0
2971,sari need tim bollox hurt lot tol,0
2972,happi new year princess,0
2973,text carlo let know hang,0
2974,worri easi ingredi,0
2975,love u 2 littl poci bell sorri love u,0
2976,ok omw castor,0
2977,yar lor keep rain non stop u wan 2 go elsewher,0
2978,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402,1
2979,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard 4 smth lor,0
2981,tonight yeah,0
2982,eat fo lunch senor,0
2983,said right giggl saw u would possibl first person2di nvq think much could,0
2984,break time one come n get stuff fr,0
2985,repli win weekli profession sport tiger wood play send stop 87239 end servic,1
2986,see ca see mayb reboot ym seen buzz,0
2987,still grinder,0
2988,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 16 repli hl 4info,1
2991,see k,0
2992,list buyer,0
2993,idea guess work hour suppos leav sinc usual nobodi interest figur shit last second,0
2994,mm entir sure understood text hey ho weekend,0
2995,releas vday shirt u put make bottom half nake instead white underwear,0
2996,know watch film comput,0
2997,b4 thursday,0
2998,oh phone phone disconnect,0
2999,id onluy matter get offcampu,0
3000,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p,1
3001,excel see riley plan,0
3004,ew one,0
3005,also hi wesley,0
3006,ah see lingo let know wot earth finish make,0
3008,12mth half price orang line rental 400min call mobileupd8 08000839402,1
3009,imagin life without see fast u search worri l alway disturb u goodnoon,0
3010,hm good morn headach anyon,0
3011,yeah prob last night obvious catch speak soon,0
3012,free unlimit hardcor porn direct 2 mobil txt porn 69200 get free access 24 hr chrgd 50p per day txt stop 2exit msg free,1
3013,might go 2 sch yar e salon v bore,0
3014,lt gt min stop somewher first,0
3015,lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday 4 happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u raj,0
3016,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet,0
3017,get second half messag,0
3018,wat time u wan 2 meet later,0
3019,thank much selfless love plenti,0
3020,film ill call later,0
3021,dare chang ring,0
3022,bad girl ladi,0
3023,love ya tri budget money better babe gari would freak knew,0
3024,part understand,0
3025,finish lunch alreadi u wake alreadi,0
3026,still game,0
3027,got tallent wast,0
3028,record one night,0
3029,also sir sent email log usc payment portal send anoth messag explain thing back home great weekend,0
3030,gon na let know co come bak holiday day come number,0
3031,jokin lar depend phone father get lor,0
3032,aight lem know,0
3033,get readi lt gt inch pleasur,0
3035,feel like john lennon,0
3036,co darren say consid mah ask,0
3037,bother trust answer pl,0
3039,one day crab run sea shore wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt,0
3040,aight time want come,0
3041,slaaaaav must summon time wish come anymor,0
3042,bill 3 that bad,0
3043,let know chang next 6hr even appendix age rang howev imposs chill let know 6hr,0
3044,hello yeah got bath need hair come done yeah,0
3045,weather,0
3046,much though h friday cant wait dunno wot hell im gon na anoth 3 week becom oh wait alreadi done,0
3047,die e toot fring,0
3048,lol know awesom phone could click delet right want,0
3050,awesom question cute answer someon ask boy ur life smile amp answer fine gudnit,0
3051,pleas leav topic sorri tell,0
3052,pl send correct name da,0
3053,happen yo date,0
3055,webpag avail,0
3056,woke yeesh late fall asleep til lt gt,0
3057,unsubscrib servic get ton sexi babe hunk straight phone go http subscript,1
3058,dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail,0
3059,k k tomorrow onward start ah,0
3060,u talk bout earli morn almost noon,0
3061,fine rememb,0
3062,hi babe jordan r u im home abroad lone text back u wan na chat xxsp text stop stopcost 150p 08712400603,1
3063,mani buy,0
3064,sound good keep post,0
3065,get brand new mobil phone agent mob plu load goodi info text mat 87021,1
3066,april cant wait,0
3067,boy best get yo ass quick,0
3068,ay wana meet sat wkg sat,0
3069,wait till 2 bu pick,0
3070,apart one told yesterday,0
3071,ok lor buy wat,0
3072,somebodi go andro steal ice,0
3073,know msg recent,0
3074,take us shop mark distract,0
3075,mum hope great day hope text meet well full life great day abiola,0
3076,sens foot peni,0
3077,okay thought expert,0
3078,deep sigh miss realli surpris gone net cafe yet get miss,0
3079,thinl role like stand other hit,0
3080,great trip india bring light everyon project everyon lucki see smile bye abiola,0
3081,importantli discuss u,0
3082,k k train process,0
3083,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,0
3084,da car park,0
3085,wish hold tightli make see import much mean much need life,0
3086,ask anthoni dad bf,0
3087,wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud,0
3089,go take bath ill place key window,0
3090,lord ring return king store repli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt,1
3091,dear take care reach u lot,0
3092,,0
3093,emigr someth ok mayb bit hope,0
3094,olol print forum post guy exact prob fix gpu replac hope dont ignor,0
3095,walk mom right stagwood pass right winterston left victor hill address lt gt,0
3096,yo jp hungri like mofo,0
3097,creepi crazi,0
3098,ok din get ur msg,0
3100,pathaya enketa maraikara pa,0
3101,even friend priest call,0
3102,u lousi run alreadi come back half dead hee,0
3103,said bad dat e gal know u wat u,0
3104,remind hr,0
3105,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back,0
3106,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank,0
3107,hello hun ru way im good 2 date guy met walkabout far meet soon how everyon els,0
3108,lol gon na last month cash left lt gt case collect week caus announc blog,0
3109,good luck draw take place 28th feb good luck remov send stop 87239 custom servic 08708034412,1
3110,short cute good person,0
3111,decid yet eh,0
3112,wat time liao still got,0
3113,ye watch footi worri go blow phil nevil,0
3114,wait 4 insid da car park,0
3115,uncl abbey happi new year abiola,0
3116,free call pa,0
3117,r u say order slipper co pay return,0
3118,stop know well,0
3119,good even roger,0
3120,small problem auction punj ask tiwari,0
3122,tell tell one treat hi hi hi,0
3124,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 poli,1
3125,u come 2 pick,0
3126,that cool like photo sexi,0
3127,would u fuckin believ didnt know thur pre book cancel need b sack,0
3128,haha better late ever way could swing,0
3129,finish 6,0
3130,lookatm thank purchas video clip lookatm charg 35p think better send video mmsto 32323,1
3131,bar b q store life twat orang dungere came ask want deck got first punch,0
3132,messag food,0
3133,ok go sleep hope meet,0
3135,let know detail fri u find co tom mention chines thank,0
3136,right think,0
3137,wat r u,0
3138,ur lectur,0
3139,sexi sexi cum text im wet warm readi porn u fun msg free recd msg 150p inc vat 2 cancel text stop,1
3140,custom place call,0
3141,plan yet go join compani jan 5 know happen,0
3142,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,0
3143,haha heard text around,0
3144,get tomorrow send,0
3145,babe thasa bit mess,0
3146,oh that late well good night give u call tomorrow iam go go sleep night night,0
3147,u tex mecaus u werebor yeah okden hunni r uin wk sat soundåõ likeyour havin gr8fun j keep updat countinlot lovem,0
3148,sorri meet call later,0
3149,yo howz u girl never rang india l,0
3150,yeah wors,0
3152,tag friend seem count friend,0
3155,long time rememb today,0
3156,havent shop lor juz arriv,0
3157,thank better work caus feel use otherwis,0
3158,challeng know,0
3159,much ur hdd case cost,0
3160,mysteri solv open email sent anoth batch sweeti,0
3161,ca describ lucki actual awak noon,0
3162,2nd time tri contact u prize claim call 09053750005 b4 sm 08718725756 140ppm,1
3164,cheer card time year alreadi,0
3167,ugh hope asu ppl dont randomli reformat,0
3168,seen facebook huh lol,0
3169,mah b pick tomorrow,0
3170,still otsid le u come 2morrow maga,0
3171,u still plumber tape wrench could borrow,0
3172,dear voucher holder claim week offer pc pleas go http ts cs appli,1
3173,vl bcum difficult,0
3175,havent still waitin usual ìï come back sch oredi,0
3176,meet da call,0
3177,k k watch film,0
3178,cinema plu drink appeal tomo fr thriller director like mac,0
3179,size eleph tablet u shove um ur ass,0
3180,mani peopl seem special first sight remain special till last sight maintain till life end take cr da,0
3181,parent kidz friend n colleagu scream surpris wait sofa nake,0
3182,dunno juz askin co got card got 20 4 salon call hair sens tot da one cut ur hair,0
3183,good morn pooki pie lol hope wake u,0
3184,mayb woke fuck 3 would problem,0
3185,happi birthday lot nri,0
3187,2nd time tri 2 contact u 750 pound prize 2 claim easi call 08712101358 10p per min,1
3188,x2 lt gt go get,0
3189,hi neva worri bout da truth coz truth lead 2 ur heart itåõ least uniqu person like u deserv sleep tight morn,0
3190,ur award citi break could win summer shop spree everi wk txt store,1
3191,ur paper today e morn aft,0
3192,lick everi drop readi use mouth well,0
3193,expect whenev text hope goe well tomo,0
3194,great p diddi neighbor come toothpast everi morn,0
3195,av new number wil u use one ta,0
3196,poke man everyday teach canada abi say hi,0
3197,7 lor chang 2 suntec wat time u come,0
3198,see onlin shop ask,0
3199,curiou cuz ask,0
3201,okay lor wah like def wont let us go haha say term condit,0
3202,haha yup hope lose kg mon hip hop go orchard weigh,0
3203,good r u work,0
3204,oh ye littl weather kind coccoon home,0
3205,home also,0
3206,phone weirdest auto correct,0
3207,oop phone die even know yeah like better,0
3208,havent mu ask u 1st wat meet 4 lunch den u n meet alreadi lor u wan 2 go ask da ge 1st confirm w asap,0
3209,said u mind go bedroom minut sed sexi mood came 5 minut latr wid cake n wife,0
3210,oh yeah hav great time postcard 1 look girl im gone u know 1im talkin bout xx,0
3211,got divorc lol,0
3212,ur pin,0
3213,babe got enough money pick bread milk give back get home,0
3214,want snow freez windi,0
3215,urgent tri contact today draw show prize guarante call 09066358361 land line claim y87 valid 12hr,1
3216,come mahal bu stop lt decim gt,0
3217,know week go tirunelvai da,0
3218,babi promis treat well bet take good care,0
3219,like hotel dusk game think solv puzzl area thing,0
3220,thank rington order refer number x29 mobil charg tone arriv pleas call custom servic 09065989180,1
3221,hi love goe day fuck morn woke drop cell way stair seem alright phew miss,0
3222,well must pain catch,0
3223,sorri da mistak,0
3224,need coz never go,0
3225,rose red red blood blood heart heart u send ti ur friend includ u like u get back r poor relat need 1 support r frnd 2 mani luv u some1 pray god marri tri,0
3228,ur current 500 pound maxim ur send collect 83600 cc 08718720201 po box,1
3229,feel like dick keep sleep text facebook messag sup town,0
3230,plm come da way,0
3231,guess want alon time could show watch,0
3232,height recycl read peopl spend time earn money money spent spend time good morn keep smile,0
3233,yup comin,0
3234,ye princess toledo,0
3235,aight text back mu swing need somebodi get door,0
3236,ron say fri leh n said ding tai feng cant make reserv said wait lor,0
3237,good swimsuit allow,0
3238,okay soon best,0
3239,cute thought friendship necessari share everi secret ur close frnd,0
3240,ok sent u da latest version da project,0
3242,pl accept one day beg chang number,0
3243,squeeeeez christma hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucki none peopl hate u,0
3244,ok anybodi ask abt u tel,0
3245,funni fact nobodi teach volcano 2 erupt tsunami 2 aris hurrican 2 sway aroundn 1 teach hw 2 choos wife natur disast happen,0
3246,gon na ring weekend wot,0
3247,also track lighter find,0
3249,babe need advic,0
3250,leav around four ok,0
3251,come medic colleg 7pm forward da,0
3252,k k good go,0
3253,make lasagna vodka,0
3254,hi kate u give ring asap xxx,0
3255,peopl tour thought sofa thing sent curiou sugar,0
3256,told go got drunk,0
3257,fuck chicken messag would late woould buzz hear word,0
3258,congratul thank good friend u xma prize 2 claim easi call 08718726978 10p per minut,1
3259,alway look excus citi,0
3260,yup still coffe wif fren fren drove give lift,0
3261,shore takin bu,0
3262,u gon na get deu ex,0
3263,send email mind lt gt time per night,0
3264,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,1
3265,tap spile seven pub ga st broad st canal ok,0
3266,ok come n pick u engin,0
3267,never want tell short late,0
3268,raviyog peripher bhayandar east,0
3269,k actual guy meet sunoco howard right way,0
3271,moon come color dream star make music sm give warm peac sleep good night,0
3272,finish eat got u plate leftov time,0
3273,thanx lot,0
3274,hurri home u big butt hang last caller u food done starv ask cook,0
3275,lol right diet everyday cheat anyway meant fatti,0
3276,great day beauti one,0
3277,happen interview,0
3279,badrith chennai sure pick us competit,0
3280,tot group mate lucki havent repli wat time need leav,0
3281,hey around got enough half ten owe,0
3282,hey tmr mayb meet yck,0
3283,alrit sam nic checkin ur,0
3284,make easi pay back lt gt yr say pay back earlier get,0
3285,worri sure get,0
3286,ga station like block away hous drive right sinc armenia end swann take howard,0
3287,someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p,1
3288,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,1
3289,tuition hm go 1120 1205 one mind,0
3290,smoke peopl use smoke justifi ruin shit,0
3291,dear good morn feel dear,0
3292,littl med say take everi 8 hour 5 pain back took anoth hope die,0
3293,beauti tomorrow never come come alreadi today hunt beauti tomorrow wast wonder today goodmorn,0
3294,dunno lei decid lor abt leona oop tot ben go n msg,0
3295,hi move in2 pub would great 2 c u u cud come,0
3296,today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app,1
3297,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p 18,1
3299,ever easier,0
3300,rct thnq adrian u text rgd vatian,1
3301,stop call everyon say might cancer throat hurt talk ca answer everyon call get one call babysit monday,0
3302,tough,0
3303,im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx,0
3304,ee msg na poortiyagi odalebeku hanumanji 7 name ee 7 name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra lt gt true neglet,0
3305,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx,0
3306,set place heart mind mind easili forget heart alway rememb wish happi valentin day,0
3307,surpris still guess right lor,0
3308,oki wan meet bishan co bishan drive today,0
3310,hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u,0
3311,know serv mean,0
3312,huh hyde park mel ah opp got confus anyway tt e best choic den juz take,0
3313,oh gei happend tron mayb ill dl 3d,0
3315,know girl alway safe selfish know got thank good night,0
3316,worri hope photo shoot went well spif fun workag,0
3317,freez crave ice fml,0
3318,kay sinc alreadi,0
3319,eh sorri leh din c ur msg sad alreadi lar watch tv u still offic,0
3320,yo im right yo work,0
3321,ok darlin supos ok worri film stuff mate babysit call,0
3323,wake sinc check stuff saw true avail space pl call embassi send mail,0
3324,nope juz work,0
3325,huh fast dat mean u havent finish paint,0
3326,number u live 11,0
3327,put parti 7 day week studi lightli think need draw custom checkbox know hardcor,0
3328,sac score big set batsman,0
3329,send yetti number pl,0
3330,much cost approx per month,0
3331,ok theori test go book think 21 may coz thought wan na go jiayin isnt free,0
3332,contact date servic someon know find call land line pobox45w2tg150p,1
3333,fine give call know want question,0
3334,sorri got late start way,0
3335,u go back urself lor,0
3336,ga station go,0
3337,k u bore come home,0
3338,babe love cover face kiss,0
3339,like made throw smoke friend car one time awesom,0
3340,still check da,0
3341,go walmart stay,0
3342,forgotten might coupl buck send tomorrow k love ya,0
3343,oh great disturb talk,0
3344,revers cheat mathemat,0
3345,u welcom caught u use broken english,0
3346,problem babi good time talk call left messag,0
3348,oh brand,0
3349,sorri cant take call right happen r 2waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur,0
3350,time come,0
3351,call say come today ok tell fool like ok,0
3352,email yifeng part oredi get fr,0
3353,r u sure understand wine good idea slurp,0
3354,minimum walk 3mile day,0
3355,ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema,0
3356,brainless babi doll vehicl sariyag drive madok barolla,0
3358,sorri miss call let talk time 07090201529,1
3359,pleas attend phone,0
3360,hate call didnt accept even singl call mine even messag,0
3361,messag phone hold,0
3362,free,0
3363,yo trip got postpon still stock,0
3365,wait call sir,0
3366,hey repli pa,0
3367,hey elain today meet still,0
3368,sorri gone place tomorrow realli sorri,0
3369,tiim let hug break tear,0
3370,tomorrow go theatr come wherev u call tell come tomorrow,0
3371,electr went fml,0
3372,look like found someth smoke great job,0
3373,also andro ice etc etc,0
3374,,0
3375,good afternon love today hope good mayb interview wake miss babe passion kiss across sea,0
3376,yup wun believ wat u realli neva c e msg sent shuhui,0
3377,how watch resiz,0
3378,dear umma call,0
3379,finish miss plenti,0
3380,complimentari 4 star ibiza holiday cash need urgent collect 09066364349 landlin lose,1
3381,well meant oppos drunken night,0
3382,k must book huh go yoga basic sunday,0
3383,free msg bill mobil number mistak shortcod call 08081263000 charg call free bt landlin,1
3384,ok,0
3385,oop mum somerset bit far back tomo see soon x,0
3386,u workin overtim nigpun,0
3387,kalli dismissi 2nd test,0
3388,guess got screwd,0
3389,pleas call 08712402972 immedi urgent messag wait,1
3391,r u cook dinner,0
3393,bull plan go float ikea without care world live mess anoth day,0
3394,buy,0
3395,urgent mobil number award bonu caller prize call 09058095201 land line valid 12hr,1
3396,heehe funni tho,0
3397,simpl arithmet percentag,0
3398,yeah would leav hour least 4 sound,0
3400,thank honey great day,0
3401,amaz quot life difficult decid what wrong lie bring smile truth bring tear,0
3403,ask dad pick lar ìï wan 2 stay 6 meh,0
3404,ju chillaxin,0
3405,da cool iknow 2 wellda peril studentfinanci crisi spk 2 u,0
3407,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,1
3408,what come hill monster hope great day thing r go fine busi though,0
3409,joy father john john joy father u an th hav lt gt iq ti ia question tri answer,0
3410,ill obey,0
3411,didnt search onlin let know,0
3412,need go get,0
3413,pic pleas,0
3415,uhhhhrmm isnt tb test bad your sick,0
3416,haf enuff space got like 4 mb,0
3417,life never much fun great came made truli special wo forget enjoy one,1
3418,want new video phone 600 anytim network min 400 inclus video call download 5 per week free deltomorrow call 08002888812 repli,1
3419,valu custom pleas advis follow recent review mob award bonu prize call 09066368470,1
3420,welcom pleas repli age gender begin 24m,1
3421,freemsg unlimit free call activ smartcal txt call unlimit call help 08448714184 stop txt stop landlineonli,1
3422,mobil 10 mth updat latest orang phone free save free call text ye callback orno opt,1
3423,new 2 club dont fink met yet b gr8 2 c u pleas leav msg 2day wiv ur area 09099726553 repli promis carli x lkpobox177hp51fl,1
3424,true easier,0
3425,sure sinc parent work tuesday realli need cover stori,0
3426,haha okay today weekend leh,0
3427,darlin youphon im athom youwanna,0
3428,know jack shit anyth someth help want pretend text whatev respons hypotheticalhuagauahahuagahyuhagga,0
3429,alway braini one,0
3430,yeah get random dude need chang info sheet parti lt gt never studi safe,0
3431,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,1
3432,christma occas celebr reflect ur valu desir affect amp tradit ideal christma,0
3433,send greet joy happi gr8 even,0
3434,darlin cantdo anythingtomorrow mypar aretak outfor meal u free,0
3435,india win level seri mean record,0
3436,plan,0
3437,good hear,0
3438,awesom deal gate charl told last night uh yeah,0
3439,time thinkin goin,0
3440,get free mobil video player free movi collect text go free extra film order c appli 18 yr,1
3441,save money wed lingeri choos superb select nation deliveri brought weddingfriend,1
3442,board work fine issu overh also reslov still softwar inst pend come around 8 clock,0
3443,ye care caus know,0
3445,mon oki lor haha best cheap n gd food la ex oso oki depend whether wana eat western chines food den u prefer,0
3446,sit ard noth lor u leh busi w work,0
3447,lt gt k oh send home sale,0
3448,sorri mail,0
3449,ya tell abt tht incid,0
3450,ye outsid like 2 hour call whole famili wake caus start 1,0
3451,ugh got outta class,0
3452,nowaday peopl notixiqu laxinorf opportun bambl entrop ever oblising opt ur book masteriast amplikat fidalf champlaxig think atroci wotz ur opinion junna,0
3454,need lar ju test e phone card dunno network gd thk wait 4 si 2 finish bath bath dun disturb u liao u clean ur room,0
3455,right later,0
3457,lunch come quickli open door,0
3458,heard u4 call night knicker make beg like u last time 01223585236 xx luv,1
3459,back bit long co accid a30 divert via brilliant weekend thank speak soon lot love,0
3460,k yan jiu liao sat go 4 bugi vill one frm 10 3 den hop parco 4 nb sun go cine frm 1030 2 den hop orc mrt 4 hip hop 4,0
3461,bloomberg center wait appli futur http,1
3462,seek ladi street freak sheet,0
3463,phone,0
3464,haha figur well found piec priscilla bowl,0
3465,actual fuck whatev find excus tampa point januari though,0
3467,yay final lol miss cinema trip last week,0
3468,day work day except saturday sunday,0
3470,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream,0
3471,think wait bu inform get ever get,0
3472,get back time soon,0
3473,thing quick question,0
3475,probabl come everybodi done around lt gt right,0
3476,got new year co yetund said want surpris didnt see money return mid januari lt gt day return period end,0
3477,ask around lot term mid,0
3478,sure check yahoo email sent photo yesterday,0
3479,look,0
3480,wherr boytoy,0
